ID_loukas,105_LG_Bas_clean.tps,105_LG_Bas_ID_added.tps,ID,Amy's ID number,Length,Max Width,LMW_matlab,BASI_matlab,AW,Age,spit,nodule_X,nodule_two_or_more,nodule_Area,raw_material,DISCARD,SITE,SITE_detail,SITE_GROUPED,AMY NOTES,Pit,TP,Spit,Plotted,Image J ID,SpecimenID,Notes,TP spit,Lustre,Weight,Category,Breakage,LONG/TRAN Breakage type,Retouch,Flake category,Cortex,Event size,Core,bipolar,import_2,import,Use_wear,CONJOIN SET,Perc. length,BASI,CON NO PIECES,CON WITH,CON TYPE,Complete refit,Platform,O'hang rem.,Plat crushing,Ext. Plat. Angle,Termination,BF FORM,Dorsal scars,Arris,Platform width,Max P width,Termination width,Plat thick,Max_thick,BA max back thick,BA FORM,BA backed edge no,BA cut edge,BA max width,LMW,BA backed edge 1,BA backed edge 2,BA backed edge 3,Heat Damage/surface pitting,Potlid,Area,Max_Length,Max_Width,elongation,FeretX,FeretY,Feret angle,Perimeter,Round
1237,ID=1237,ID=1237SIPROBCG,1237,AW2428,19.126,7.843,5.752,0.60148489,2428,middle,8,G21 SIL,NA,G1,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA G,BCJ AREA G - area 2 - south,Lake George,,G19,,8,no,6,2428,,4 (30-40cm),yes both sides,0.42,Flake,1,,backed,Backed artefact,Tertiary (none),NEE,,,CR - BA,CR - BA,No,,19.4,0,,,,y,removed,,,-6190,removed,,4 or more,1,,8.31,1.87,,3.33,2.57,1,1,15.58,,,13.99,,,,,99.8,19,8.2,2.317073171,32,51.5,86.236,46.506,0.379
1239,ID=1239,ID=1239SISETBCG,1239,AW2785,28.372,5.89,11.289,0.795784576,2785,middle,4,G8 SIL,NA,G1,SILCRETE,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G20D,,4,no,7,2785,,2 (10-20cm),yes both sides,0.39,Flake,1,,backed,Backed artefact,Tertiary (none),Small (1-9),,,Imported BA,Imported set,Yes,,28.63,0,,,,y,point,yes,No,,removed,,3,2,1.83,6.22,0.82,0.82,2.2,1.44,7,1,28.64,,,11.87,,,,,130.8,28.5,6.2,4.596774194,11.5,11.25,91.507,63.531,0.208
1241,ID=1241,ID=1241CHSETBCG,1241,AW1291,45.604,11.471,12.041,0.528067713,1291,middle,8,G14 CHERT,NA,G1,CHERT,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9S,yes,8,no,1,1291,,4 (30-40cm),no,1.95,Flake,1,,backed,Backed artefact,Secondary (some),Small (1-9),,no,Imported BA,Imported set,Yes,,46.68,0,,,,y,flat - single,no,Yes,-6190,feather,,3,1,3.48,11.4,0.73,1.67,4.39,4.39,1,1,46.34,,,37.27,,,,,345.7,45.8,11.3,4.053097345,14.25,53.25,76.419,104.401,0.229
1244,ID=1244,ID=1244CHSETBCG,1244,AW1044,16.713,7.825,0.203,0.024292467,1044,middle,6,G17 CHERT,NA,G1,CHERT,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,Minor end breakage,G9N,yes,6,no,24,1044,,3 (20-30cm),yes both sides,0.86,Flake,1,,backed,Backed artefact,Secondary (some),Small (1-9),,no,Imported BA,Imported set,Possible,,19.38,0,,,,y,facetted,no,No,-6190,feather,,2,1,5.96,8.39,2.88,4.09,5.86,5.45,1,1,19.02,,,17.96,,,,,113.4,19.6,8.5,2.305882353,27.5,47.5,72.951,49.506,0.376
1288,ID=1288,ID=1288SIPROBCG,1288,AW3507,13.742,5.563,0,0,3507,middle,8,G5 SIL,NA,G1,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA G,BCJ AREA G - Area 3 - north,Lake George,,G20T,,8,no,26,3507,similar distinctive banding as 1527,4 (30-40cm),yes both sides,0.28,Flake,1,,backed,Backed artefact,Tertiary (none),Medium (10-25),,,CR - BA,CR - BA,No,G5B,14.09,0,2,"2018, 3507",Stacking,y,complex - mulitple,yes,No,-6190,removed,,3,1,5.77,7.28,2.31,1.58,2.55,2.55,1,1,14.27,,,9.99,,,,,71.8,14,7,2,105,35.75,100.305,36.849,0.483
1277,ID=1277,ID=1277SIPRON14,1277,AW41073,10.647,8.116,4.557,0.856015779,41073,,4,N14-W28 SIL,NA,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LD28,,4,No,3,41073,,,yes both sides,0.22,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,11.1,0,,,,y,removed,,,,removed,,,,,8.4,,,3.21,3.2,6,2,11,,,9.87,9.57,,,,58.5,11.1,8.4,1.321428571,51.25,125.75,173.517,32.178,0.814
1278,ID=1278,ID=1278SIISON14,1278,AW38161,11.337,10.293,5.08,0.896180647,38161,,2,N14 ISOSIL,NA,N14,SILCRETE,IMPORTED,WCL,WCL AREA N14,Lake George,,KZ34,,2,No,1,38161,,,yes both sides,0.22,Flake,1,,backed,Backed artefact,Tertiary (none),,,,Imported BA,Imported BA,No,,14.5,,,,,y,,,,,,,,,,11.7,,,NA,,,,,,,,,,,,102.1,14.5,11.7,1.239316239,12.5,166,178.025,45.395,0.794
1273,ID=1273,ID=1273SIPRON14,1273,AW39683,18.179,11.723,9.276,1.02051818,39683,,5,N14-W1R SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LB34,,5,No,10,39683,,,no,0.69,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,19.1,0,,,,y,removed,,,,removed,,3,1,,11.8,,,4.31,4.31,4,2,18.45,,,13.53,9.02,,,,150.4,19.1,11.8,1.618644068,63.75,180.5,49.236,51.724,0.621
1274,ID=1274,ID=1274SIPRON14,1274,AW40229,16.586,12.841,6.378,0.769082359,40229,,6,N14-W1 SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LC31,,6,Yes,25,40229,,,yes both sides,0.49,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,17.1,0,,,,y,removed,,,,removed,,2,1,,13.1,,,2.59,2.59,4,2,17.13,,,12.57,10.86,,,,152.8,17.1,13.1,1.305343511,51,64.75,110.556,49.991,0.781
1275,ID=1275,ID=1275SIPRON14,1275,AW39672,16.003,9.002,5.89,0.736111979,39672,,10,N14-W1 SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,Potential breakage,LB33,,10,Yes,27,39672,,,ventral only,0.42,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,18.3,0,,,,y,removed,,,,removed,,,,,8.9,,,3.32,2.47,4,2,15.72,,,12.81,6.37,,,,106.8,18.3,8.9,2.056179775,85.5,34.25,115.866,44.774,0.467
1276,ID=1276,ID=1276SIPRON14,1276,AW39650,24.49,22.732,11.032,0.900939159,39650,,5,N14-W1R SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LB33,,5,Yes,5,39650,,,yes both sides,2.68,Flake,3,9,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,25.2,,,,,,,,,,,,,,,19.9,,,7.09,5.68,,,,,,,,,,,351.3,25.2,19.9,1.266331658,16.25,198.75,82.593,78.866,0.824
1279,ID=1279,ID=1279SIPRON14,1279,AW40516,17.363,11.879,5.77,0.664631688,40516,,8,N14-W1 SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LC32,,8,Yes,7,40516,,,yes both sides,0.59,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,WC,19.9,0,18,,Stacking,y,facetted,Yes,Yes,-6190,removed,,4 or more,2,5.4,12.77,,0.87,2.29,1.78,7,1,17.26,,,12.97,,,,,175.1,19.9,12.5,1.592,141,83.75,109.799,53.713,0.709
1280,ID=1280,ID=1280SIPRON14,1280,AW39654,20.182,13.293,8.71,0.863145377,39654,,5,N14-W1R SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LB33,,5,Yes,9,39654,,,yes both sides,0.92,Flake,1,,backed,Backed artefact,Secondary (some),,,,CR - BA,CR - BA,No,WE,23.15,0,5,"39477, 39654, 40477, 41769, 41875",Stacking,y,removed,,,,feather,,1,1,,13.6,,,5.45,4.57,6,2,21.09,,,16.98,12.66,,,,173.1,20.5,13.6,1.507352941,93.25,179,19.983,55.734,0.729
1289,ID=1289,ID=1289SIPRON14,1289,"AW40202, 39521",24.396,11.719,12.178,0.998360387,40202,,9,N14-W1 SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,Potential breakage,LC31,,9,No,45,40202,,,yes both sides,0.19,Flake,3,8,backed,Backed artefact,Secondary (some),,,,CR - BA,CR - BA,No,WR1F,32.34,0,,,,,,,,,step,,2,2,,14.31,7.85,,3.41,2.6,8,1,22.14,,,12.78,,,,,37,24,14,1.714285714,41.25,13.5,164.476,27.117,0.901
1254,ID=1254,ID=1254QUNAAWN4,1254,AW35093,12.242,8.544,4.995,0.81604313,35093,,4,N4 QUARTZ ,N QUARTZ ,N4,QUARTZ,UNKNOWN,WCL,WCL AREA N4,Lake George, Minor end breakage,RI60,yes,4,No,10,35093,,2 (10-20cm),,0.39,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,NA,,13.2,0.987593052,,,,y,complex - mulitple,No,No,-6190,removed,,1,1,,8.82,,3.06,3.21,3.21,9,2,12.09,9.16,5.97,13.23,6.16,,,,82.6,13.2,8.5,1.552941176,160.5,167.25,104.3,39.213,0.614
1255,ID=1255,ID=1255QUNAAWN4,1255,AW30337,16.33,7.336,6.521,0.798652786,30337,,5,N4 QUARTZ ,N QUARTZ ,N4,QUARTZ,UNKNOWN,WCL,WCL AREA N4,Lake George,"Refit - 2 pieces glued OK for scan, 1 file. FILE: 1289",RI61,,5,No,13,30337,,,,0.48,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,NA,,17.64,0.814814815,,,,,removed,,,,removed,,1,1,,7.58,,,3.82,3.82,3,2,17.55,7.78,7.15,9.4,6.67,,,,88.8,17.1,7.3,2.342465753,87.75,113,78.198,43.92,0.404
1256,ID=1256,ID=1256QUNAAWN4,1256,AW25095,9.191,12.265,1.862,0.405178979,25095,,2,N4 QUARTZ ,N QUARTZ ,N4,QUARTZ,UNKNOWN,WCL,WCL AREA N4,Lake George,"Refit, 2 files A B FILE: 1292. Digital conjoin SUCCESSFUL.",RE58,,2,Yes,1,25095,,,,0.75,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,NA,,12.86,0.486210419,,,,,complex - mulitple,,,,removed,,3,1,,12.64,,,3.93,2.06,7,1,9.79,12.77,2.38,10.92,,,,,132.8,15.1,12.9,1.170542636,15.25,170.75,130.292,45.981,0.912
1257,ID=1257,ID=1257QUNAAWN4,1257,AW29000,13.982,9.929,6.041,0.864111,29000,,4,N4 QUARTZ ,N QUARTZ ,N4,QUARTZ,UNKNOWN,WCL,WCL AREA N4,Lake George,"Refit, 2 files A B FILE: 1293. Digital conjoin SUCCESSFUL.",RH63,,4,Yes,28,29000,,,,0.7,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,14.7,0.901114206,,,,y,removed,,,,removed,,,,,9.81,,,5.45,5.45,6,2,14.36,9.44,6.47,11.99,11.06,,,,100.5,14.7,10.2,1.441176471,43.75,106,14.744,43.163,0.705
1258,ID=1258,ID=1258QUNAAWN4,1258,AW27111,21.901,14.079,9.525,0.869823296,27111,,4,N4 QUARTZ ,N QUARTZ ,N4,QUARTZ,UNKNOWN,WCL,WCL AREA N4,Lake George,"Refit, 2 files A B FILE: 1294. Digital conjoin SUCCESSFUL.",RG61,,4,Yes,4,27111,,,,1.08,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,NA,,22.41,0.762076749,,,,y,removed,,,,removed,,2,1,,13.48,,,3.63,3.63,3,2,22.15,13.93,8.44,12.54,13.76,,,,186.5,20.2,13.8,1.463768116,67,238.5,78.551,74.401,0.725
1268,ID=1268,ID=1268SIPROWN4,1268,AW34856,13.047,10.142,2.547,0.390434583,34856,,3,N4-N17E SIL,N17E SIL,N4,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N4,Lake George,,RK59,,3,No,9,34856,,,yes both sides,0.49,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,14,0.797003745,,,,y,removed,,,,removed,,3,2,,11.13,,,2.36,2.33,3,2,13.35,11.33,5.32,8.92,9.15,,,,110.4,14,10.7,1.308411215,130.25,149.25,48.621,42.481,0.808
1269,ID=1269,ID=1269SIPROWN4,1269,AW28285,14.413,8.792,2.159,0.299590647,28285,,7,N4-N17E SIL,N17E SIL,N4,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N4,Lake George,,RH59,,7,Yes,6,28285,,,yes both sides,0.33,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,16.6,0.988700565,,,,y,removed,,,,removed,,3,2,,9.4,,,2.05,2.43,3,2,14.16,9.35,7,10.84,7.57,,,,102.1,16.6,9.4,1.765957447,39.25,112.5,59.184,43.542,0.578
1270,ID=1270,ID=1270SIPROWN4,1270,AW28309,16.104,8.936,5.981,0.742796821,28309,,7,N4-N17E SIL,N17E SIL,N4,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N4,Lake George,,RH60,,7,No,13,28309,,,yes both sides,0.28,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,16.96,0.736974262,,,,y,facetted,No,No,-6190,removed,,3,1,4.74,9.42,,2.09,2.36,1.34,7,1,15.93,9.5,5.87,9.55,,,,,120.6,17.6,9.9,1.777777778,28.75,138.5,114.376,48.102,0.579
1293,ID=1293,ID=1293SIPROWN4,1293,"AW28308, 28311",8.433,7.834,2.908,0.689671529,28308,,7,N4-N17E SIL,N17E SIL,N4,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N4,Lake George,Potential breakage,RH60,,7,No,15,28308,"CONJOINS WITH 28311,28308. HEATED",,yes both sides,0.11,Flake,3,9,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,N17E3,10.6,,2,"2,830,828,311",,,,,,,,,,,,9.3,,,3.35,3.35,,,,,,,,,,,27.8,10.6,10,1.06,52,155.25,66.448,25.314,0.316
1259,ID=1259,ID=1259SIISOWN4,1259,AW27628,17.812,4.419,1.32,0.148214687,27628,,3,N4 ISOSILC,NA,N4,SILCRETE,IMPORTED,WCL,WCL AREA N4,Lake George,,RG67,,3,No,7,27628,,,yes both sides,0.18,Flake,1,,backed,Backed artefact,Tertiary (none),,,,Imported BA,Imported BA,No,,18.1,0.346281909,,,,y,flat - single,Yes,No,-6190,removed,,2,1,3.41,5.57,,0.63,1.74,1.52,1,1,18.02,5.58,3.12,13.93,,,,,73.9,18.1,5.7,3.175438596,15.5,106.5,82.875,43.471,0.293
1260,ID=1260,ID=1260SIISOWN4,1260,AW34676,13.449,6.213,2.436,0.362257417,34676,,5,N4 ISOSILC,NA,N4,SILCRETE,IMPORTED,WCL,WCL AREA N4,Lake George,,RO60,,5,No,5,34676,,,yes both sides,0.17,Flake,1,,backed,Backed artefact,Tertiary (none),,,,Imported BA,Imported BA,No,,13.2,0.927366104,,,,y,removed,,,,removed,,3,2,,7,,,1.98,1.98,3,2,13.63,6.84,6.32,6.65,7.33,,,,59.3,13.2,7,1.885714286,111.25,160.5,74.65,34.496,0.557
1261,ID=1261,ID=1261SIISOWN4,1261,AW28189,23.422,9.501,7.705,0.657928443,28189,,4,N4 ISOSILC,NA,N4,SILCRETE,IMPORTED,WCL,WCL AREA N4,Lake George,,RH59,,4,No,8,28189,,,no,0.97,Flake,1,,backed,Backed artefact,Tertiary (none),,,,Imported BA,Imported BA,No,,24.5,0.625711961,,,,y,flat - single,No,No,-6190,removed,,3,1,2.54,9.74,,1.45,5.3,5.3,1,1,24.58,9.74,7.69,24.14,,,,,159.6,24.5,10.2,2.401960784,14.5,139,75.822,59.698,0.392
1262,ID=1262,ID=1262SIISOWN4,1262,AW26445,15.671,16.641,6.325,0.807223534,26445,,2,N4 ISOSILC,NA,N4,SILCRETE,IMPORTED,WCL,WCL AREA N4,Lake George,,RG57,,2,No,1,26445,,,yes both sides,1.64,Flake,1,,backed,Backed artefact,Tertiary (none),,,,Imported BA,Imported BA,Yes,,22.1,0.870381966,,,,Y,facetted,No,No,-6190,removed,,3,2,13.39,16.47,,5.53,6.17,2.86,7,1,15.97,16.34,6.95,17.75,,,,,235.8,22.1,16.6,1.331325301,8,184.75,137.291,64.991,0.778
1263,ID=1263,ID=1263CHISOWN4,1263,AW28282,20.119,15.035,4.394,0.436801034,28282,,6,N4 ISOCHERT,NA,N4,CHERT,IMPORTED,WCL,WCL AREA N4,Lake George,,RH59,,6,Yes,3,28282,,,no,1.01,Flake,1,,backed,Backed artefact,Secondary (some),,,,Imported BA,Imported BA,No,,22.7,0.941638058,,,,y,removed,,,,removed,,4 or more,2,,15.5,,,3.68,3.44,3,2,20.39,14.36,9.6,15.64,15.47,,,,210.3,22.7,15.5,1.464516129,100.75,150.25,101.434,64.623,0.711
1264,ID=1264,ID=1264SIISOWN4,1264,AW26592,18.435,14.831,9.377,1.017304041,26592,,7,N4 ISOSILC,NA,N4,SILCRETE,IMPORTED,WCL,WCL AREA N4,Lake George,,RG58,,7,Yes,28,26592,,,no,1.55,Flake,1,,backed,Backed artefact,Tertiary (none),,,,Imported BA,Imported BA,No,,19.9,0.926383665,,,,y,removed,,,,removed,,2,1,,15.4,,,5.34,4.94,3,2,18.61,15.15,8.62,17.24,12.69,,,,209.5,19.9,15.4,1.292207792,80.75,47.75,118.496,61.198,0.771
1265,ID=1265,ID=1265SIISOWN4,1265,AW26824,20.915,10.339,10.275,0.98254841,26824,,9,N4 ISOSILC,NA,N4,SILCRETE,IMPORTED,WCL,WCL AREA N4,Lake George,,RG60,,9,No,8,26824,,,yes both sides,0.9,Flake,1,,backed,Backed artefact,Tertiary (none),,,,Imported BA,Imported BA,Yes,,22.9,0.907794677,,,,y,removed,,,,removed,,3,1,,10.6,,,3.85,3.85,3,2,21.04,10.57,9.55,11.21,7.63,,,,175,22.9,10.6,2.160377358,109,108.25,100.697,60.991,0.471
1266,ID=1266,ID=1266SIISOWN4,1266,AW30812,20.947,10.439,3.347,0.319568435,30812,,4,N4 ISOSILC,NA,N4,SILCRETE,IMPORTED,WCL,WCL AREA N4,Lake George,,RI63,,4,No,4,30812,,,yes both sides,1.23,Flake,1,,backed,Backed artefact,Tertiary (none),,,,Imported BA,Imported BA,Yes,,27.8,0.622349982,,,,y,facetted,No,Possible,-6190,removed,,2,1,3.93,10.65,,3.28,5.25,5.25,1,1,27.83,10.92,8.66,20.8,,,,,184.7,27.8,10.8,2.574074074,93,162.75,85.365,67.784,0.346
1267,ID=1267,ID=1267SIISOWN4,1267,AW28075,16.764,8.304,6.053,0.722142687,28075,,7,N4 ISOSILC,NA,N4,SILCRETE,IMPORTED,WCL,WCL AREA N4,Lake George,Minor end breakage,RH58,,7,No,12,28075,,,yes both sides,0.52,Flake,1,,backed,Backed artefact,Tertiary (none),,,,Imported BA,Imported BA,No,,18,0.934601665,,,,y,removed,,,,removed,,3,1,,8.3,,,5.34,4.4,3,2,16.82,8.37,7.86,13.22,4.44,,,,93.7,18,8.3,2.168674699,116,87,80.407,44.213,0.438
1271,ID=1271,ID=1271SIPROWN4,1271,AW32859,15.415,12.441,4.344,0.563606876,32859,,5,N4-N18M SIL,NA,N4,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N4,Lake George,Potential breakage,RK60,,5,No,16,32859,,,yes both sides,1.1,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,Possible,,18.4,0.75142315,,,,y,flat - single,No,No,-6190,removed,,3,1,6.91,13.12,,2.08,5.39,3.43,7,1,15.81,12.94,5.94,15.59,,,,,150.9,18.4,12.5,1.472,104.25,92.75,78.232,50.87,0.654
1272,ID=1272,ID=1272SIPROWN4,1272,AW32193,22.001,11.833,10.659,0.968955957,32193,,6,N4-N18A SIL,NA,N4,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N4,Lake George,Potential breakage,RJ63,,4,No,6,32193,,,yes both sides,0.78,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,23.3,0.967940272,,,,y,complex - mulitple,No,No,-6190,removed,,2,1,5.49,12.05,,1.7,3.21,2.08,5,2,22.77,11.99,11.02,9.65,7.44,,,,201.1,23.3,11.8,1.974576271,123.25,183.5,80.134,60.042,0.477
