ID,X105_LG_Bas_clean.tps,X105_LG_Bas_ID_added.tps,Amy.s.ID.number,Length,Max.Width,LMW_matlab,BASI_matlab,BASI_corrected,symmetry,form,AW,spit,activity_area,Qu_present,raw_material,SITE,Pit,Weight,Retouch,mode_of_entry,import,mode_import,Use_wear,Max_thick,BA.max.back.thick,BA.cut.edge,BA.backed.edge.1,BA.backed.edge.2,BA.backed.edge.3,no_backed_edges,pc_backed_perimeter,retouch_class,pc_backed_max_length,Area,Max_Length,Max_Width,elongation,Perimeter,Round
1242,ID=1242,ID=1242CHSETBCG,AW2717,27.879,11.058,8.32,0.596865024,0.596865024,asymmetrical,geometric,2717,8,Area 1,Chert_no_Quartz,CHERT,BCJ AREA G,G20B,0.98,backed,Imported,Imported set,Imported BA,Possible,3.16,2.5,28.26,11.73,NA,NA,1,0.162388903,1 (10-29% retouched perimeter),0.411578947,248.9,28.5,11.4,2.5,72.234,0.386
1243,ID=1243,ID=1243CHSETBCG,AW1240,31.496,14.07,8.35,0.53022606,0.53022606,asymmetrical,geometric,1240,6,Area 1,Chert_no_Quartz,CHERT,BCJ AREA G,G9R,1.72,backed,Imported,Imported set,Imported BA,Possible,3.79,3.87,31.61,26.63,NA,NA,1,0.326700363,2 (30-39% retouched perimeter),0.824458204,327.4,32.3,14.7,2.197278912,81.512,0.471
1244,ID=1244,ID=1244CHSETBCG,AW1044,16.713,7.825,0.203,0.024292467,0.024292467,asymmetrical,backed point,1044,6,Area 1,Chert_no_Quartz,CHERT,BCJ AREA G,G9N,0.86,backed,Imported,Imported set,Imported BA,Possible,5.86,5.45,19.02,17.96,NA,NA,1,0.362784309,2 (30-39% retouched perimeter),0.916326531,113.4,19.6,8.5,2.305882353,49.506,0.376
1245,ID=1245,ID=1245CHSETBCG,AW1460,44.271,8.794,3.687,0.16656502,0.16656502,asymmetrical,backed point,1460,6,Area 1,Chert_no_Quartz,CHERT,BCJ AREA G,G9V,1.02,backed,Imported,Imported set,Imported BA,Possible,3.59,3.34,22.95,22.06,NA,NA,1,0.353208659,2 (30-39% retouched perimeter),0.845210728,170.4,26.1,9.1,2.868131868,62.456,0.358
1246,ID=1246,ID=1246SIPROBCG,AW2243,21.485,6.072,4.373,0.407074703,0.407074703,asymmetrical,backed point,2243,8,Area 1,Silcrete_no_Quartz,SILCRETE,BCJ AREA G,G18A,0.57,backed,Locally produced,CR - BA,CR - BA,Possible,4.34,3.28,21.72,22.2,NA,NA,1,0.432546177,3 (40-49% retouched perimeter),0.982300885,94.2,22.6,6.3,3.587301587,51.324,0.25
1247,ID=1247,ID=1247SIPROBCG,AW3675,26.725,6.984,8.844,0.661852198,0.583723106,asymmetrical,backed point,3675,6,Area 1,Silcrete_no_Quartz,SILCRETE,BCJ AREA G,G20Z,0.44,backed,Locally produced,CR - BA,CR - BA,No,2.23,0.81,NA,14.03,NA,NA,1,0.204075696,1 (10-29% retouched perimeter),0.466112957,165.4,30.1,8,3.7625,68.749,0.259
1249,ID=1249,ID=1249SIPROBCG,AW1543,26.779,5.433,0,0,0.149370776,asymmetrical,backed point,1543,8,Area 1,Silcrete_no_Quartz,SILCRETE,BCJ AREA G,G9W,0.48,backed,Locally produced,CR - BA,CR - BA,No,3.84,1.41,27.08,8.18,NA,NA,1,0.126809909,1 (10-29% retouched perimeter),0.301845018,136.8,27.1,6.8,3.985294118,64.506,0.221
1250,ID=1250,ID=1250SIPROBCG,AW866,15.741,9.989,3.405,0.432628168,0.432628168,asymmetrical,geometric,866,10,Area 1,Silcrete_no_Quartz,SILCRETE,BCJ AREA G,G9J,0.22,backed,Locally produced,CR - BA,CR - BA,No,1.17,1.29,16.21,9.56,NA,NA,1,0.199349404,1 (10-29% retouched perimeter),0.540112994,128.4,17.7,10.5,1.685714286,47.956,0.623
1254,ID=1254,ID=1254QUNAAWN4,AW35093,12.242,8.544,4.995,0.81604313,0.81604313,symmetrical,geometric,35093,4,Area 5,Quartz,QUARTZ,WCL,RI60,0.39,backed,Locally produced,CR - BA,CR - BA,No,3.21,3.21,12.09,13.23,6.16,NA,2,0.494478872,3 (40-49% retouched perimeter),1.468939394,82.6,13.2,8.5,1.552941176,39.213,0.614
1255,ID=1255,ID=1255QUNAAWN4,AW30337,16.33,7.336,6.521,0.798652786,0.489895897,asymmetrical,geometric,30337,5,Area 5,Quartz,QUARTZ,WCL,RI61,0.48,backed,Locally produced,CR - BA,CR - BA,No,3.82,3.82,17.55,9.4,6.67,NA,2,0.365892532,2 (30-39% retouched perimeter),0.939766082,88.8,17.1,7.3,2.342465753,43.92,0.404
1256,ID=1256,ID=1256QUNAAWN4,AW25095,9.191,12.265,1.862,0.405178979,0.652812534,symmetrical,geometric,25095,2,Area 5,Quartz,QUARTZ,WCL,RE58,0.75,backed,Locally produced,CR - BA,CR - BA,No,3.93,2.06,9.79,10.92,NA,NA,1,0.237489398,1 (10-29% retouched perimeter),0.723178808,132.8,15.1,12.9,1.170542636,45.981,0.912
1257,ID=1257,ID=1257QUNAAWN4,AW29000,13.982,9.929,6.041,0.864111,0.864111,symmetrical,geometric,29000,4,Area 5,Quartz,QUARTZ,WCL,RH63,0.7,backed,Locally produced,CR - BA,CR - BA,No,5.45,5.45,14.36,11.99,11.06,NA,2,0.534022195,4 (50-59% retouched perimeter),1.568027211,100.5,14.7,10.2,1.441176471,43.163,0.705
1258,ID=1258,ID=1258QUNAAWN4,AW27111,21.901,14.079,9.525,0.869823296,0.869823296,symmetrical,geometric,27111,4,Area 5,Quartz,QUARTZ,WCL,RG61,1.08,backed,Locally produced,CR - BA,CR - BA,No,3.63,3.63,22.15,12.54,13.76,NA,2,0.353489872,2 (30-39% retouched perimeter),1.301980198,186.5,20.2,13.8,1.463768116,74.401,0.725
1259,ID=1259,ID=1259SIISOWN4,AW27628,17.812,4.419,1.32,0.148214687,0.148214687,asymmetrical,backed point,27628,3,Area 5,Silcrete_Quartz_present,SILCRETE,WCL,RG67,0.18,backed,Imported,Imported BA,Imported BA,No,1.74,1.52,18.02,13.93,NA,NA,1,0.320443514,2 (30-39% retouched perimeter),0.76961326,73.9,18.1,5.7,3.175438596,43.471,0.293
1260,ID=1260,ID=1260SIISOWN4,AW34676,13.449,6.213,2.436,0.362257417,0.892259648,symmetrical,geometric,34676,5,Area 5,Silcrete_Quartz_present,SILCRETE,WCL,RO60,0.17,backed,Imported,Imported BA,Imported BA,No,1.98,1.98,13.63,6.65,7.33,NA,2,0.405264378,3 (40-49% retouched perimeter),1.059090909,59.3,13.2,7,1.885714286,34.496,0.557
1261,ID=1261,ID=1261SIISOWN4,AW28189,23.422,9.501,7.705,0.657928443,0.57211169,asymmetrical,geometric,28189,4,Area 5,Silcrete_Quartz_present,SILCRETE,WCL,RH59,0.97,backed,Imported,Imported BA,Imported BA,No,5.3,5.3,24.58,24.14,NA,NA,1,0.404368656,3 (40-49% retouched perimeter),0.985306122,159.6,24.5,10.2,2.401960784,59.698,0.392
1262,ID=1262,ID=1262SIISOWN4,AW26445,15.671,16.641,6.325,0.807223534,0.807223534,symmetrical,geometric,26445,2,Area 5,Silcrete_Quartz_present,SILCRETE,WCL,RG57,1.64,backed,Imported,Imported BA,Imported BA,Yes,6.17,2.86,15.97,17.75,NA,NA,1,0.273114739,1 (10-29% retouched perimeter),0.803167421,235.8,22.1,16.6,1.331325301,64.991,0.778
1263,ID=1263,ID=1263CHISOWN4,AW28282,20.119,15.035,4.394,0.436801034,0.436801034,asymmetrical,geometric,28282,6,Area 5,Chert_Quartz_present,CHERT,WCL,RH59,1.01,backed,Imported,Imported BA,Imported BA,No,3.68,3.44,20.39,15.64,15.47,NA,2,0.481407548,3 (40-49% retouched perimeter),1.370484581,210.3,22.7,15.5,1.464516129,64.623,0.711
1264,ID=1264,ID=1264SIISOWN4,AW26592,18.435,14.831,9.377,1.017304041,1,symmetrical,geometric,26592,7,Area 5,Silcrete_Quartz_present,SILCRETE,WCL,RG58,1.55,backed,Imported,Imported BA,Imported BA,No,5.34,4.94,18.61,17.24,12.69,NA,2,0.48906827,3 (40-49% retouched perimeter),1.504020101,209.5,19.9,15.4,1.292207792,61.198,0.771
1265,ID=1265,ID=1265SIISOWN4,AW26824,20.915,10.339,10.275,0.98254841,0.98254841,symmetrical,geometric,26824,9,Area 5,Silcrete_Quartz_present,SILCRETE,WCL,RG60,0.9,backed,Imported,Imported BA,Imported BA,Yes,3.85,3.85,21.04,11.21,7.63,NA,2,0.308898034,2 (30-39% retouched perimeter),0.822707424,175,22.9,10.6,2.160377358,60.991,0.471
1266,ID=1266,ID=1266SIISOWN4,AW30812,20.947,10.439,3.347,0.319568435,0.319568435,asymmetrical,backed point,30812,4,Area 5,Silcrete_Quartz_present,SILCRETE,WCL,RI63,1.23,backed,Imported,Imported BA,Imported BA,Yes,5.25,5.25,27.83,20.8,NA,NA,1,0.306857075,2 (30-39% retouched perimeter),0.748201439,184.7,27.8,10.8,2.574074074,67.784,0.346
1267,ID=1267,ID=1267SIISOWN4,AW28075,16.764,8.304,6.053,0.722142687,0.722142687,symmetrical,geometric,28075,7,Area 5,Silcrete_Quartz_present,SILCRETE,WCL,RH58,0.52,backed,Imported,Imported BA,Imported BA,No,5.34,4.4,16.82,13.22,4.44,NA,2,0.399430032,2 (30-39% retouched perimeter),0.981111111,93.7,18,8.3,2.168674699,44.213,0.438
1268,ID=1268,ID=1268SIPROWN4,AW34856,13.047,10.142,2.547,0.390434583,0.536521806,asymmetrical,geometric,34856,3,Area 5,Silcrete_Quartz_present,SILCRETE,WCL,RK59,0.49,backed,Locally produced,CR - BA,CR - BA,No,2.36,2.33,13.35,8.92,9.15,NA,2,0.425366634,3 (40-49% retouched perimeter),1.290714286,110.4,14,10.7,1.308411215,42.481,0.808
1269,ID=1269,ID=1269SIPROWN4,AW28285,14.413,8.792,2.159,0.299590647,0.299590647,asymmetrical,geometric,28285,7,Area 5,Silcrete_Quartz_present,SILCRETE,WCL,RH59,0.33,backed,Locally produced,CR - BA,CR - BA,No,2.05,2.43,14.16,10.84,7.57,NA,2,0.42281016,3 (40-49% retouched perimeter),1.109036145,102.1,16.6,9.4,1.765957447,43.542,0.578
1270,ID=1270,ID=1270SIPROWN4,AW28309,16.104,8.936,5.981,0.742796821,0.742796821,symmetrical,geometric,28309,7,Area 5,Silcrete_Quartz_present,SILCRETE,WCL,RH60,0.28,backed,Locally produced,CR - BA,CR - BA,No,2.36,1.34,15.93,9.55,NA,NA,1,0.198536443,1 (10-29% retouched perimeter),0.542613636,120.6,17.6,9.9,1.777777778,48.102,0.579
1271,ID=1271,ID=1271SIPROWN4,AW32859,15.415,12.441,4.344,0.563606876,0.563606876,asymmetrical,geometric,32859,5,Area 5,Silcrete_Quartz_present,SILCRETE,WCL,RK60,1.1,backed,Locally produced,CR - BA,CR - BA,Possible,5.39,3.43,15.81,15.59,NA,NA,1,0.306467466,2 (30-39% retouched perimeter),0.847282609,150.9,18.4,12.5,1.472,50.87,0.654
1272,ID=1272,ID=1272SIPROWN4,AW32193,22.001,11.833,10.659,0.968955957,0.968955957,symmetrical,geometric,32193,6,Area 5,Silcrete_Quartz_present,SILCRETE,WCL,RJ63,0.78,backed,Locally produced,CR - BA,CR - BA,No,3.21,2.08,22.77,9.65,7.44,NA,2,0.284634089,1 (10-29% retouched perimeter),0.733476395,201.1,23.3,11.8,1.974576271,60.042,0.477
1273,ID=1273,ID=1273SIPRON14,AW39683,18.179,11.723,9.276,1.02051818,1,symmetrical,geometric,39683,5,Area 6,Silcrete_Quartz_present,SILCRETE,WCL,LB34,0.69,backed,Locally produced,CR - BA,CR - BA,No,4.31,4.31,18.45,13.53,9.02,NA,2,0.435967829,3 (40-49% retouched perimeter),1.180628272,150.4,19.1,11.8,1.618644068,51.724,0.621
1274,ID=1274,ID=1274SIPRON14,AW40229,16.586,12.841,6.378,0.769082359,0.769082359,symmetrical,geometric,40229,6,Area 6,Silcrete_Quartz_present,SILCRETE,WCL,LC31,0.49,backed,Locally produced,CR - BA,CR - BA,No,2.59,2.59,17.13,12.57,10.86,NA,2,0.468684363,3 (40-49% retouched perimeter),1.370175439,152.8,17.1,13.1,1.305343511,49.991,0.781
1275,ID=1275,ID=1275SIPRON14,AW39672,16.003,9.002,5.89,0.736111979,0.499906268,asymmetrical,geometric,39672,10,Area 6,Silcrete_Quartz_present,SILCRETE,WCL,LB33,0.42,backed,Locally produced,CR - BA,CR - BA,No,3.32,2.47,15.72,12.81,6.37,NA,2,0.42837361,3 (40-49% retouched perimeter),1.048087432,106.8,18.3,8.9,2.056179775,44.774,0.467
1276,ID=1276,ID=1276SIPRON14,AW39650-dist,24.49,22.732,11.032,0.900939159,0.900939159,symmetrical,geometric,39650,5,Area 6,Silcrete_Quartz_present,SILCRETE,WCL,LB33,2.68,backed,Locally produced,CR - BA,CR - BA,No,7.09,5.68,NA,19,11,14,3,0.557908351,4 (50-59% retouched perimeter),1.746031746,351.3,25.2,19.9,1.266331658,78.866,0.824
1277,ID=1277,ID=1277SIPRON14,AW41073,10.647,8.116,4.557,0.856015779,0.856015779,symmetrical,geometric,41073,4,Area 6,Silcrete_Quartz_present,SILCRETE,WCL,LD28,0.22,backed,Locally produced,CR - BA,CR - BA,No,3.21,3.2,11,9.87,9.57,NA,2,0.604139474,5 (>60% retouched perimeter),1.751351351,58.5,11.1,8.4,1.321428571,32.178,0.814
1278,ID=1278,ID=1278SIISON14,AW38161,11.337,10.293,5.08,0.896180647,0.896180647,symmetrical,geometric,38161,2,Area 6,Silcrete_Quartz_present,SILCRETE,WCL,KZ34,0.22,backed,Imported,Imported BA,Imported BA,No,NA,NA,NA,13,12,NA,2,0.550721445,4 (50-59% retouched perimeter),1.724137931,102.1,14.5,11.7,1.239316239,45.395,0.794
1279,ID=1279,ID=1279SIPRON14,AW40516,17.363,11.879,5.77,0.664631688,0.541381098,asymmetrical,geometric,40516,8,Area 6,Silcrete_Quartz_present,SILCRETE,WCL,LC32,0.59,backed,Locally produced,CR - BA,CR - BA,No,2.29,1.78,17.26,12.97,NA,NA,1,0.241468546,1 (10-29% retouched perimeter),0.651758794,175.1,19.9,12.5,1.592,53.713,0.709
1280,ID=1280,ID=1280SIPRON14,AW39654,20.182,13.293,8.71,0.863145377,0.863145377,symmetrical,geometric,39654,5,Area 6,Silcrete_Quartz_present,SILCRETE,WCL,LB33,0.92,backed,Locally produced,CR - BA,CR - BA,No,5.45,4.57,21.09,16.98,12.66,NA,2,0.53181182,4 (50-59% retouched perimeter),1.445853659,173.1,20.5,13.6,1.507352941,55.734,0.729
1281,ID=1281,ID=1281SIISOBCF,AW19381,19.585,5.652,10,1.051927496,1,symmetrical,backed point,19381,4,Area 3,Silcrete_Quartz_present,SILCRETE,BCJ AREA F,F43,0.31,backed,Imported,Imported BA,Imported BA,Yes,2.81,3.12,19.6,19.51,NA,NA,1,0.435296743,3 (40-49% retouched perimeter),0.995408163,70.4,19.6,5.8,3.379310345,44.82,0.245
1282,ID=1282,ID=1282CHPROBCF,AW19005,6.358,5.15,2.092,0.658068575,0.692041522,symmetrical,geometric,19005,4,Area 3,Chert_Quartz_present,CHERT,BCJ AREA F,F26,0.08,backed,Locally produced,CR - BA,CR - BA,No,2.43,2.23,6.73,7.34,5.82,NA,2,0.588182712,4 (50-59% retouched perimeter),1.665822785,29.8,7.9,5.7,1.385964912,22.374,0.697
1283,ID=1283,ID=1283CHPROBCF,AW19128,11.479,5.806,0,0,0.522693614,asymmetrical,geometric,19128,4,Area 3,Chert_Quartz_present,CHERT,BCJ AREA F,F31,0.24,backed,Locally produced,CR - BA,CR - BA,No,3,3.3,11.97,11.17,5.58,NA,2,0.521530654,4 (50-59% retouched perimeter),1.407563025,50.9,11.9,6.5,1.830769231,32.117,0.553
1284,ID=1284,ID=1284CHPROBCF,AW18918,13.517,8.265,5.156,0.762891174,0.762891174,symmetrical,geometric,18918,6,Area 3,Chert_Quartz_present,CHERT,BCJ AREA F,F20,0.43,backed,Locally produced,CR - BA,CR - BA,No,3.99,3.78,13.19,12.06,9.87,NA,2,0.541735629,4 (50-59% retouched perimeter),1.471812081,83.2,14.9,8.9,1.674157303,40.481,0.596
1285,ID=1285,ID=1285QUNAABCF,AW20373,14.329,12.103,5.804,0.810105381,0.810105381,symmetrical,geometric,20373,6,Area 2,Quartz,QUARTZ,BCJ AREA F,F57,0.56,backed,Locally produced,CR - BA,CR - BA,No,2.93,2.75,14.95,11.03,10.79,NA,2,0.483138853,3 (40-49% retouched perimeter),1.454666667,123.9,15,12.1,1.239669421,45.163,0.874
1286,ID=1286,ID=1286QUNAABCF,AW20681,14.78,15.28,7.004,0.947767253,0.947767253,symmetrical,geometric,20681,6,Area 2,Quartz,QUARTZ,BCJ AREA F,F58,0.85,backed,Locally produced,CR - BA,CR - BA,No,3.67,3.68,15.25,16.3,11.68,NA,2,0.476677229,3 (40-49% retouched perimeter),1.655621302,163.6,16.9,15.2,1.111842105,58.698,0.885
1287,ID=1287,ID=1287QUNAABCF,AW20404,17.752,9.562,3.461,0.389927895,0.389927895,asymmetrical,geometric,20404,6,Area 2,Quartz,QUARTZ,BCJ AREA F,F57,0.55,backed,Locally produced,CR - BA,CR - BA,No,3.07,3.06,18.06,17.23,9.71,NA,2,0.528950934,4 (50-59% retouched perimeter),1.530681818,107.9,17.6,9.6,1.833333333,50.931,0.536
1289,ID=1289,ID=1289SIPRON14,"AW40202, 39521",24.396,11.719,12.178,0.998360387,0.06946374,asymmetrical,geometric,40202,9,Area 6,Silcrete_Quartz_present,SILCRETE,WCL,LC31,0.19,backed,Locally produced,CR - BA,CR - BA,No,3.41,2.6,22.14,12.78,NA,NA,1,0.471291072,3 (40-49% retouched perimeter),0.5325,37,24,14,1.714285714,27.117,0.901
1293,ID=1293,ID=1293SIPROWN4,"AW28308, 28311",8.433,7.834,2.908,0.689671529,0.689671529,symmetrical,geometric,28308,7,Area 5,Silcrete_Quartz_present,SILCRETE,WCL,RH60,0.11,backed,Locally produced,CR - BA,CR - BA,No,3.35,3.35,NA,10,8,NA,2,0.711068974,5 (>60% retouched perimeter),1.698113208,27.8,10.6,10,1.06,25.314,0.316
1294,ID=1294,ID=1294SIPROBCG,"AW534, 289",28,8.245,5.289,0.377785714,0.377785714,asymmetrical,backed point,534,10,Area 1,Silcrete_no_Quartz,SILCRETE,BCJ AREA G,G9D,0.34,backed,Locally produced,CR - BA,CR - BA,No,3.83,2.65,29.23,11.45,NA,NA,1,0.268288111,1 (10-29% retouched perimeter),0.369354839,101.5,31,8.5,3.647058824,42.678,0.525
1295,ID=1295,ID=1295SIPROBCG,"AW373, 2634",25.147,8.016,12.443,0.989621028,0.989621028,symmetrical,backed point,373,6,Area 1,Silcrete_no_Quartz,SILCRETE,BCJ AREA G,G9B,0.19,backed,Locally produced,CR - BA,CR - BA,No,2.45,1.86,25.52,9.41,NA,NA,1,0.278707461,1 (10-29% retouched perimeter),0.356439394,68.9,26.4,7.5,3.52,33.763,0.607
1296,ID=1296,ID=1296SISETBCG,"AW2754, 2697",29.27,8.404,10.643,0.727229245,0.727229245,symmetrical,backed point,2754,4,Area 1,Silcrete_no_Quartz,SILCRETE,BCJ AREA G,G20C,0.15,backed,Imported,Imported set,Imported BA,No,2.8,2.37,29.84,20.08,NA,NA,1,0.680539551,5 (>60% retouched perimeter),0.669333333,55.4,30,8.5,3.529411765,29.506,0.928
1298,ID=1298,ID=1298SISETBCG,"AW1418, 1166",28.574,8.777,1.621,0.113459789,0.113459789,asymmetrical,backed point,1418,8,Area 1,Silcrete_no_Quartz,SILCRETE,BCJ AREA G,G9U,0.56,backed,Imported,Imported set,Imported BA,Possible,2.64,1.69,NA,30,NA,NA,1,0.482485767,3 (40-49% retouched perimeter),0.996677741,174.8,30.1,9.1,3.307692308,62.178,0.36
